Skeleton ID,Branch length,V1 x,V1 y,V1 z,V2 x,V2 y,V2 z,Euclidean distance,running average length,average intensity (inner 3rd),average intensity
157,1.934,19.231,32.372,0,18.109,33.333,0,1.477,1.616,255,255
157,1.841,16.667,32.372,0,18.109,33.333,0,1.733,1.525,255,255
157,1.707,17.788,35.256,0,19.391,35.256,0,1.603,0.962,255,255
157,1.509,18.109,37.981,0,19.551,38.141,0,1.451,1.122,255,255
157,1.360,15.705,33.013,0,16.667,32.372,0,1.156,0.922,255,255
157,1.321,19.872,34.135,0,19.391,35.256,0,1.220,0.982,255,255
157,1.255,19.391,36.378,0,19.391,35.256,0,1.122,1.142,255,255
157,1.094,15.064,34.615,0,16.026,34.936,0,1.014,0.982,255,255
157,0.934,15.705,35.737,0,16.026,34.936,0,0.863,0.754,255,255
157,0.868,19.712,37.019,0,19.872,37.821,0,0.817,0.804,255,255
157,0.453,19.551,38.141,0,19.872,37.821,0,0.453,0.000,0,0
159,0.321,15.224,25.160,0,15.545,25.160,0,0.321,0.321,255,255
160,0.160,15.385,3.205,0,15.545,3.205,0,0.160,0.160,255,255
161,3.217,15.705,37.179,0,16.506,40.064,0,2.994,3.099,255,255
162,1.028,17.468,12.340,0,16.506,12.179,0,0.975,0.965,255,255
162,0.774,15.865,11.859,0,16.506,12.179,0,0.717,0.754,255,255
162,0.547,16.667,11.699,0,16.506,12.179,0,0.507,0.547,255,255
164,2.575,16.026,22.276,0,18.269,22.436,0,2.249,2.311,255,255
165,0.160,16.186,3.686,0,16.346,3.686,0,0.160,0.160,255,255
166,0.160,16.186,19.551,0,16.346,19.551,0,0.160,0.160,255,255
167,1.614,16.346,17.628,0,17.468,18.590,0,1.477,1.511,255,255
169,0.160,16.506,23.878,0,16.667,23.878,0,0.160,0.160,255,255
170,2.189,16.667,20.513,0,18.590,20.833,0,1.950,1.971,255,255
171,2.321,18.750,27.564,0,16.827,27.564,0,1.923,2.117,255,255
171,1.509,16.987,29.006,0,16.827,27.564,0,1.451,1.455,255,255
171,0.547,16.667,27.083,0,16.827,27.564,0,0.507,0.489,255,255
172,1.255,16.827,4.808,0,17.468,5.609,0,1.026,1.103,255,255
174,0.321,17.308,0.160,0,17.628,0.160,0,0.321,0.321,255,255
176,0.453,17.308,24.840,0,17.628,24.519,0,0.453,0.453,255,255
177,0.934,17.628,16.987,0,18.429,16.987,0,0.801,0.834,255,255
178,0.774,17.949,8.013,0,18.269,8.654,0,0.717,0.825,255,255
179,3.029,18.269,31.410,0,19.071,29.487,0,2.083,2.769,255,255
180,1.348,18.429,13.942,0,18.590,15.224,0,1.292,1.292,255,255
181,0.481,18.590,25.801,0,19.071,25.801,0,0.481,0.481,255,255
182,0.840,18.750,0.641,0,19.391,0.160,0,0.801,0.732,255,255
183,0.160,18.750,6.250,0,18.910,6.250,0,0.160,0.160,255,255
184,0.774,18.750,18.910,0,19.391,19.231,0,0.717,0.688,255,255
187,2.282,19.391,3.686,0,19.551,5.769,0,2.089,2.131,255,255
188,0.707,19.712,22.436,0,20.353,22.596,0,0.661,0.646,255,255
189,4.311,19.712,25.962,0,23.397,25.962,0,3.686,3.971,255,255
189,1.934,24.519,24.679,0,23.397,25.962,0,1.704,1.783,255,255
189,0.614,23.878,26.282,0,23.397,25.962,0,0.578,0.614,255,255
190,0.387,19.712,30.769,0,19.872,30.449,0,0.358,0.339,255,255
191,0.227,19.872,15.385,0,20.032,15.545,0,0.227,0.227,255,255
192,1.548,20.032,2.244,0,20.513,1.122,0,1.220,1.380,255,255
193,0.801,20.032,8.013,0,20.032,8.814,0,0.801,0.801,255,255
194,0.160,20.032,17.628,0,20.192,17.628,0,0.160,0.160,255,255
197,0.160,20.192,39.583,0,20.192,39.744,0,0.160,0.160,255,255
199,1.575,20.353,32.372,0,21.314,31.571,0,1.252,1.417,255,255
199,0.547,21.474,31.090,0,21.314,31.571,0,0.507,0.321,255,255
199,0.387,20.994,31.410,0,21.314,31.571,0,0.358,0.160,255,255
201,0.387,20.673,24.359,0,20.994,24.199,0,0.358,0.406,255,255
202,0.160,20.673,40.545,0,20.673,40.705,0,0.160,0.160,255,255
203,0.641,20.833,5.929,0,20.833,6.571,0,0.641,0.641,255,255
204,0.387,20.833,11.378,0,21.154,11.538,0,0.358,0.406,255,255
205,0.321,21.154,0.160,0,21.474,0.160,0,0.321,0.321,255,255
206,4.189,21.314,4.006,0,22.917,7.212,0,3.583,3.786,255,255
206,2.294,22.917,7.212,0,24.038,8.814,0,1.956,1.716,255,255
206,0.547,23.397,7.051,0,22.917,7.212,0,0.507,0.321,255,255
206,0.547,23.878,9.295,0,24.038,8.814,0,0.507,0.489,255,255
206,0.321,24.359,8.814,0,24.038,8.814,0,0.321,0.160,255,255
207,0.801,21.314,16.186,0,22.115,16.186,0,0.801,0.801,255,255
208,0.321,21.314,19.231,0,21.635,19.231,0,0.321,0.321,255,255
209,0.481,21.474,21.154,0,21.955,21.154,0,0.481,0.481,255,255
210,0.160,21.474,23.077,0,21.635,23.077,0,0.160,0.160,255,255
211,1.227,21.474,33.814,0,22.276,33.013,0,1.133,1.089,255,255
212,1.094,21.635,9.615,0,21.795,8.814,0,0.817,0.927,255,255
213,5.046,21.635,34.776,0,21.955,39.423,0,4.658,4.748,255,255
214,0.160,21.795,13.141,0,21.795,13.301,0,0.160,0.160,255,255
215,0.160,21.795,14.423,0,21.955,14.423,0,0.160,0.160,255,255
216,0.160,21.955,29.487,0,21.955,29.647,0,0.160,0.160,255,255
217,2.614,27.244,3.686,0,25.801,1.763,0,2.404,2.198,255,255
217,1.802,22.596,1.442,0,24.199,1.603,0,1.611,1.560,255,255
217,1.669,24.199,1.603,0,25.801,1.763,0,1.611,1.122,255,255
217,1.481,25.801,0.641,0,25.801,1.763,0,1.122,1.278,255,255
217,0.934,24.199,2.404,0,24.199,1.603,0,0.801,0.895,255,255
217,0.707,22.436,0.801,0,22.596,1.442,0,0.661,0.481,255,255
217,0.614,22.115,1.763,0,22.596,1.442,0,0.578,0.532,255,255
218,1.000,22.917,40.705,0,22.917,40.705,0,0.000,0.539,255,255
218,0.707,22.276,40.865,0,22.917,40.705,0,0.661,0.655,255,255
219,0.160,22.436,17.788,0,22.596,17.788,0,0.160,0.160,255,255
221,0.321,22.436,27.885,0,22.756,27.885,0,0.321,0.321,255,255
222,0.227,22.596,12.500,0,22.756,12.340,0,0.227,0.227,255,255
223,0.160,22.596,19.712,0,22.756,19.712,0,0.160,0.160,255,255
224,0.321,22.596,37.660,0,22.596,37.981,0,0.321,0.321,255,255
225,0.774,22.756,10.096,0,23.077,10.737,0,0.717,0.825,255,255
226,0.321,22.756,14.103,0,23.077,14.103,0,0.321,0.321,255,255
228,1.708,23.077,3.205,0,23.397,4.647,0,1.477,1.469,255,255
229,3.095,23.237,12.981,0,24.840,14.904,0,2.503,2.763,255,255
232,1.348,23.397,36.538,0,23.558,35.256,0,1.292,1.295,255,255
233,1.896,23.397,38.301,0,23.718,40.064,0,1.792,1.809,255,255
234,0.387,23.558,32.853,0,23.718,33.173,0,0.358,0.339,255,255
235,0.481,23.718,5.609,0,24.199,5.609,0,0.481,0.481,255,255
236,0.160,23.718,34.295,0,23.878,34.295,0,0.160,0.160,255,255
237,0.707,24.038,16.827,0,24.679,16.987,0,0.661,0.740,255,255
238,2.482,24.038,22.917,0,25.962,21.795,0,2.226,2.384,255,255
239,0.707,24.199,0.321,0,24.519,0.801,0,0.578,0.635,255,255
240,1.028,24.199,20.833,0,25.160,20.673,0,0.975,0.968,255,255
241,2.415,24.519,6.571,0,26.442,7.212,0,2.027,2.320,255,255
242,2.095,24.519,18.910,0,26.282,19.071,0,1.770,1.814,255,255
243,0.160,24.519,29.487,0,24.679,29.487,0,0.160,0.160,255,255
244,0.160,24.519,34.776,0,24.679,34.776,0,0.160,0.160,255,255
245,1.708,24.519,37.019,0,25.321,37.019,0,0.801,1.510,255,255
246,2.095,24.519,38.942,0,25.321,40.064,0,1.379,1.795,255,255
246,0.774,24.679,40.385,0,25.321,40.064,0,0.717,0.508,255,255
246,0.774,25.641,40.705,0,25.321,40.064,0,0.717,0.489,255,255
247,2.321,27.564,27.404,0,25.641,27.724,0,1.950,2.011,255,255
247,1.028,24.679,27.564,0,25.641,27.724,0,0.975,0.973,255,255
247,0.453,25.962,28.045,0,25.641,27.724,0,0.453,0.227,255,255
249,1.641,25.000,3.686,0,25.801,4.808,0,1.379,1.559,255,255
250,1.575,25.000,9.936,0,26.442,9.936,0,1.442,1.462,255,255
251,1.387,25.000,13.141,0,25.962,13.942,0,1.252,1.210,255,255
254,0.227,25.481,8.654,0,25.641,8.814,0,0.227,0.227,255,255
255,0.614,25.481,31.731,0,25.962,31.410,0,0.578,0.532,255,255
257,0.387,25.641,25.321,0,25.962,25.481,0,0.358,0.406,255,255
259,0.160,25.962,15.705,0,26.122,15.705,0,0.160,0.160,255,255
260,3.416,25.962,17.628,0,28.846,16.667,0,3.041,3.160,255,255
261,0.481,25.962,23.237,0,25.962,23.718,0,0.481,0.481,255,255
262,3.709,26.122,36.058,0,27.244,38.942,0,3.095,3.282,255,255
262,1.415,27.724,39.744,0,27.244,38.942,0,0.934,1.262,255,255
262,0.481,27.244,39.423,0,27.244,38.942,0,0.481,0.481,255,255
263,0.160,26.282,29.808,0,26.282,29.968,0,0.160,0.160,255,255
265,0.160,26.442,11.699,0,26.442,11.859,0,0.160,0.160,255,255
266,1.735,26.603,28.846,0,28.205,28.526,0,1.634,1.621,255,255
266,0.614,28.686,28.846,0,28.205,28.526,0,0.578,0.339,255,255
266,0.387,28.365,28.205,0,28.205,28.526,0,0.358,0.227,255,255
268,0.160,27.083,10.096,0,27.244,10.096,0,0.160,0.160,255,255
269,0.160,27.083,21.955,0,27.244,21.955,0,0.160,0.160,255,255
271,0.774,27.244,6.090,0,27.885,6.410,0,0.717,0.711,255,255
272,0.227,27.244,12.340,0,27.404,12.500,0,0.227,0.227,255,255
273,0.387,27.244,24.359,0,27.404,24.679,0,0.358,0.339,255,255
274,3.775,30.288,0.962,0,30.449,4.006,0,3.049,3.076,255,255
274,3.482,27.404,1.442,0,30.288,0.962,0,2.924,3.210,255,255
